"MDM_MOCK_F" "MDM_MOCK_L" "MDM_MOCK_S" "MDM_IL27_F" "MDM_IL27_L" "MDM_IL27_S" "MDM_LPS_F" "MDM_LPS_L" "MDM_LPS_S" "MDM_IL27_LPS_F" "MDM_IL27_LPS_L" "MDM_IL27_LPS_S"
"ENSG00000224061" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230353" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233939" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227513" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229682" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235486" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254126" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231505" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232001" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144057" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238250" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227294" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229360" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226905" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229457" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225588" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237880" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224568" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232991" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230651" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233494" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227270" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000237745" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235325" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000115665" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231221" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229890" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225328" 0 0 4 0 0 1 0 0 6 0 0 0
"ENSG00000236877" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000196228" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227597" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271070" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198075" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271284" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233648" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000235644" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000135960" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277628" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000230603" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231099" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233307" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233707" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000282033" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229730" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265682" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264336" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226991" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231583" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231536" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000216867" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000235881" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237583" 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000227842" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228615" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236307" 0 0 3 0 0 1 0 2 2 0 0 0
"ENSG00000144152" 0 0 4 6 0 0 0 0 0 0 0 3
"ENSG00000278962" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000280228" 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000221541" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125571" 0 0 2 0 0 4 0 0 0 0 0 1
"ENSG00000227368" 0 0 0 2 0 2 0 0 0 0 0 1
"ENSG00000232090" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136694" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136697" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201805" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231292" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226516" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221055" 0 0 4 5 2 0 0 0 2 0 0 0
"ENSG00000235242" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231926" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222923" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000175497" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280854" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231538" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235717" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235026" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230391" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271667" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224869" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226341" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235871" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230158" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230950" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274027" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228898" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239185" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238207" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000258910" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163064" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264833" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000080293" 0 0 0 0 0 5 0 0 0 0 0 0
"ENSG00000231013" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163075" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229326" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233741" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235840" 0 3 2 0 0 1 0 5 0 0 0 2
"ENSG00000280409" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237614" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000232140" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201006" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229774" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000074047" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271709" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221321" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201584" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234455" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236145" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232723" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224655" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237856" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232740" 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000226708" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235640" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227738" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000279874" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223118" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228400" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000155052" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238046" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270815" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252674" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206726" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281413" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235491" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224410" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226813" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235774" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236655" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206963" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237524" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238788" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000260634" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000260163" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237630" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186684" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200390" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274010" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204399" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234044" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200432" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229758" 0 0 2 0 2 1 2 0 0 1 0 0
"ENSG00000185631" 0 0 0 2 0 0 0 2 0 0 0 0
"ENSG00000238180" 0 2 1 0 0 0 0 0 0 0 0 0
"ENSG00000252742" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238379" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227653" 0 2 0 0 0 0 1 0 2 0 0 0
"ENSG00000237532" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238277" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204460" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233428" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229536" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214100" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237574" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234559" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000196604" 0 0 1 0 1 2 0 1 1 0 2 1
"ENSG00000228471" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224087" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252223" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234398" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236595" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237722" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231954" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277699" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236211" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230496" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232990" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249997" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230548" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234934" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248136" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233550" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226915" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271435" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224352" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000196834" 0 0 0 0 0 1 0 1 0 0 0 0
"ENSG00000251973" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225819" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274711" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000152093" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225341" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000184761" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000183292" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232408" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136698" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277668" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222038" 0 0 0 0 0 0 0 0 1 0 1 0
"ENSG00000251757" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214081" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000282944" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240253" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223349" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000173302" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229797" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000178171" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232503" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233285" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227275" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235080" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231777" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227661" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236590" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234480" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237910" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234939" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234576" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226831" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276460" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223631" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224679" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204434" 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000251956" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000273588" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274353" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229203" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232760" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244337" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235615" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236485" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226886" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271179" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225594" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227745" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163046" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239108" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202174" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221288" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230803" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000018607" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272769" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230992" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252705" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000176771" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281774" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228721" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233729" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279512" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226953" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252688" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222068" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232474" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223430" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200708" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214070" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237262" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230037" 0 0 2 2 0 0 0 1 0 0 0 0
"ENSG00000251976" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216081" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229568" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221762" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144229" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212425" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222394" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224231" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237939" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232915" 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000260059" 0 4 6 2 3 0 0 0 0 2 0 2
"ENSG00000144227" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222826" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229104" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232992" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226939" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229131" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206901" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235232" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228374" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223554" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221074" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240977" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224028" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281595" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227149" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231567" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223921" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168702" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277306" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236440" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238065" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201892" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252015" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233329" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281341" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265224" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266259" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244125" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239131" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228134" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236356" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200287" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232606" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000235435" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000214064" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226218" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234119" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279876" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233842" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251905" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230559" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227134" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198526" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271583" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231040" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227902" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207225" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221289" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207161" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202074" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253083" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229143" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232238" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222126" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223962" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000150556" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228236" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224337" 0 0 0 0 0 1 0 0 0 0 0 2
"ENSG00000230645" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231420" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236049" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237220" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232359" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224048" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228064" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222031" 0 0 0 0 0 0 2 0 0 0 0 0
"ENSG00000199884" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234932" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226213" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214025" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224612" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226338" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227708" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214024" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242575" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227400" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200377" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000177519" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000236917" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144278" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000215934" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212001" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230251" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224675" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238004" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223290" 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000235949" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162989" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228837" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230991" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223197" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232982" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229701" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227682" 0 0 3 0 0 0 0 0 0 0 0 0
"ENSG00000233709" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233039" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233248" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229935" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206718" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226383" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000235548" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000282440" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238069" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281222" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263848" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213194" 0 0 0 1 0 0 0 2 0 0 1 2
"ENSG00000188668" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222300" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000115221" 0 0 0 0 0 0 0 0 4 0 0 2
"ENSG00000279844" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244372" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232337" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224674" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274689" 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000115263" 0 0 0 0 0 0 2 0 2 0 0 0
"ENSG00000230282" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200902" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000182263" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237844" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226847" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229641" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264074" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199508" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223318" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169507" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236283" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000153253" 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000136531" 0 0 0 0 0 0 2 0 0 0 0 0
"ENSG00000233204" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000178662" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163092" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225182" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254552" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228222" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238357" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214211" 0 0 1 0 0 0 0 0 0 0 2 0
"ENSG00000235335" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172318" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241074" 0 0 0 0 0 0 0 0 0 0 0 0
